"","odor_set","tested_OR","specific_odorant","specific_conc","normLuc_val"
"1543","2Octanol","Olfr824","minusD",10,1.091398
"1544","2Octanol","Olfr824","minusD",10,1.270661
"1545","2Octanol","Olfr824","minusD",10,1.238062
"1546","2Octanol","Olfr824","minusD",3.16,0.754426
"1547","2Octanol","Olfr824","minusD",3.16,0.707011
"1548","2Octanol","Olfr824","minusD",3.16,0.670165
"1549","2Octanol","Olfr824","minusD",1,0.483643
"1550","2Octanol","Olfr824","minusD",1,0.514671
"1551","2Octanol","Olfr824","minusD",1,0.48933
"1552","2Octanol","Olfr824","minusD",0,0.476841
"1553","2Octanol","Olfr824","minusD",0,0.463768
"1554","2Octanol","Olfr824","minusD",0,0.468161
"1765","2Octanol","Olfr90","plusH",316,2.368468
"1766","2Octanol","Olfr90","plusH",316,2.259677
"1767","2Octanol","Olfr90","plusH",316,2.307757
"1768","2Octanol","Olfr90","plusH",100,2.242123
"1769","2Octanol","Olfr90","plusH",100,2.713765
"1770","2Octanol","Olfr90","plusH",100,2.261658
"1771","2Octanol","Olfr90","plusH",31.6,2.311881
"1772","2Octanol","Olfr90","plusH",31.6,1.581685
"1773","2Octanol","Olfr90","plusH",31.6,2.101781
"1774","2Octanol","Olfr90","plusH",10,1.472727
"1775","2Octanol","Olfr90","plusH",10,1.617691
"1776","2Octanol","Olfr90","plusH",10,1.263514
"1777","2Octanol","Olfr90","plusH",3.16,1.081833
"1778","2Octanol","Olfr90","plusH",3.16,1.147338
"1779","2Octanol","Olfr90","plusH",3.16,0.939832
"1780","2Octanol","Olfr90","plusH",1,0.799832
"1781","2Octanol","Olfr90","plusH",1,0.782575
"1782","2Octanol","Olfr90","plusH",1,0.770817
"1783","2Octanol","Olfr90","plusH",0,0.662461
"1784","2Octanol","Olfr90","plusH",0,0.561377
"1785","2Octanol","Olfr90","plusH",0,0.603026
"1786","2Octanol","Olfr90","minusD",316,2.693436
"1787","2Octanol","Olfr90","minusD",316,2.172554
"1788","2Octanol","Olfr90","minusD",316,2.511994
"1789","2Octanol","Olfr90","minusD",100,2.78125
"1790","2Octanol","Olfr90","minusD",100,2.682816
"1791","2Octanol","Olfr90","minusD",100,2.843972
"1792","2Octanol","Olfr90","minusD",31.6,2.019567
"1793","2Octanol","Olfr90","minusD",31.6,2.496503
"1794","2Octanol","Olfr90","minusD",31.6,1.681752
"1795","2Octanol","Olfr90","minusD",10,1.584862
"1796","2Octanol","Olfr90","minusD",10,1.461538
"1797","2Octanol","Olfr90","minusD",10,1.464549
"1798","2Octanol","Olfr90","minusD",3.16,0.834884
"1799","2Octanol","Olfr90","minusD",3.16,0.971542
"1800","2Octanol","Olfr90","minusD",3.16,0.847003
"1801","2Octanol","Olfr90","minusD",1,0.68806
"1802","2Octanol","Olfr90","minusD",1,0.489857
"1803","2Octanol","Olfr90","minusD",1,0.608596
"1804","2Octanol","Olfr90","minusD",0,0.388811
"1805","2Octanol","Olfr90","minusD",0,0.554291
"1806","2Octanol","Olfr90","minusD",0,0.332571
"2101","2Octanol","Olfr434","plusH",316,3.024108
"2102","2Octanol","Olfr434","plusH",316,2.244294
"2103","2Octanol","Olfr434","plusH",316,3.137755
"2104","2Octanol","Olfr434","plusH",100,2.695825
"2105","2Octanol","Olfr434","plusH",100,3.079761
"2106","2Octanol","Olfr434","plusH",100,2.410072
"2107","2Octanol","Olfr434","plusH",31.6,1.542301
"2108","2Octanol","Olfr434","plusH",31.6,1.949573
"2109","2Octanol","Olfr434","plusH",31.6,2.076174
"2110","2Octanol","Olfr434","plusH",10,1.691906
"2111","2Octanol","Olfr434","plusH",10,1.608475
"2112","2Octanol","Olfr434","plusH",10,1.478027
"2113","2Octanol","Olfr434","plusH",3.16,1.1777
"2114","2Octanol","Olfr434","plusH",3.16,1.18633
"2115","2Octanol","Olfr434","plusH",3.16,1.345217
"2116","2Octanol","Olfr434","plusH",1,1.201201
"2117","2Octanol","Olfr434","plusH",1,0.683801
"2118","2Octanol","Olfr434","plusH",1,0.862609
"2119","2Octanol","Olfr434","plusH",0,1.056859
"2120","2Octanol","Olfr434","plusH",0,0.946565
"2121","2Octanol","Olfr434","plusH",0,0.846766
"2122","2Octanol","Olfr434","minusD",316,2.29661
"2123","2Octanol","Olfr434","minusD",316,2.167877
"2124","2Octanol","Olfr434","minusD",316,2.308567
"2125","2Octanol","Olfr434","minusD",100,2.18144
"2126","2Octanol","Olfr434","minusD",100,2.564799
"2127","2Octanol","Olfr434","minusD",100,2.070053
"2128","2Octanol","Olfr434","minusD",31.6,1.852857
"2129","2Octanol","Olfr434","minusD",31.6,1.695869
"2130","2Octanol","Olfr434","minusD",31.6,1.642003
"2131","2Octanol","Olfr434","minusD",10,1.145251
"2132","2Octanol","Olfr434","minusD",10,1.393891
"2133","2Octanol","Olfr434","minusD",10,1.275783
"2134","2Octanol","Olfr434","minusD",3.16,1.002913
"2135","2Octanol","Olfr434","minusD",3.16,0.910991
"2136","2Octanol","Olfr434","minusD",3.16,0.977119
"2137","2Octanol","Olfr434","minusD",1,1.059578
"2138","2Octanol","Olfr434","minusD",1,1.039631
"2139","2Octanol","Olfr434","minusD",1,1.006349
"2140","2Octanol","Olfr434","minusD",0,0.729916
"2141","2Octanol","Olfr434","minusD",0,0.758674
"2142","2Octanol","Olfr434","minusD",0,0.762634
"2269","2Octanol","Olfr1411","plusH",316,2.524968
"2270","2Octanol","Olfr1411","plusH",316,2.672557
"2271","2Octanol","Olfr1411","plusH",316,2.493562
"2272","2Octanol","Olfr1411","plusH",100,2.771712
"2273","2Octanol","Olfr1411","plusH",100,3.261146
"2274","2Octanol","Olfr1411","plusH",100,2.79661
"2275","2Octanol","Olfr1411","plusH",31.6,2.667053
"2276","2Octanol","Olfr1411","plusH",31.6,2.626338
"2277","2Octanol","Olfr1411","plusH",31.6,3.186881
"2278","2Octanol","Olfr1411","plusH",10,2.171955
"2279","2Octanol","Olfr1411","plusH",10,2.550196
"2280","2Octanol","Olfr1411","plusH",10,1.896368
"2281","2Octanol","Olfr1411","plusH",3.16,2.462406
"2282","2Octanol","Olfr1411","plusH",3.16,2.004944
"2283","2Octanol","Olfr1411","plusH",3.16,2.052523
"2284","2Octanol","Olfr1411","plusH",1,1.719048
"2285","2Octanol","Olfr1411","plusH",1,2.276773
"2286","2Octanol","Olfr1411","plusH",1,1.809152
"2287","2Octanol","Olfr1411","plusH",0,1.424365
"2288","2Octanol","Olfr1411","plusH",0,1.764347
"2289","2Octanol","Olfr1411","plusH",0,1.847458
"2290","2Octanol","Olfr1411","minusD",316,2.375401
"2291","2Octanol","Olfr1411","minusD",316,2.557339
"2292","2Octanol","Olfr1411","minusD",316,2.133201
"2293","2Octanol","Olfr1411","minusD",100,1.950605
"2294","2Octanol","Olfr1411","minusD",100,2.768421
"2295","2Octanol","Olfr1411","minusD",100,2.621089
"2296","2Octanol","Olfr1411","minusD",31.6,2.131579
"2297","2Octanol","Olfr1411","minusD",31.6,2.125835
"2298","2Octanol","Olfr1411","minusD",31.6,1.965848
"2299","2Octanol","Olfr1411","minusD",10,1.923963
"2300","2Octanol","Olfr1411","minusD",10,2.255906
"2301","2Octanol","Olfr1411","minusD",10,1.942356
"2302","2Octanol","Olfr1411","minusD",3.16,1.889015
"2303","2Octanol","Olfr1411","minusD",3.16,1.594623
"2304","2Octanol","Olfr1411","minusD",3.16,1.554753
"2305","2Octanol","Olfr1411","minusD",1,1.945695
"2306","2Octanol","Olfr1411","minusD",1,1.40566
"2307","2Octanol","Olfr1411","minusD",1,1.500673
"2308","2Octanol","Olfr1411","minusD",0,1.556548
"2309","2Octanol","Olfr1411","minusD",0,1.253444
"2310","2Octanol","Olfr1411","minusD",0,1.396444
"2353","2Octanol","Olfr398","plusH",316,3.107301
"2354","2Octanol","Olfr398","plusH",316,2.302655
"2355","2Octanol","Olfr398","plusH",316,2.302842
"2356","2Octanol","Olfr398","plusH",100,2.875519
"2357","2Octanol","Olfr398","plusH",100,2.206349
"2358","2Octanol","Olfr398","plusH",100,2.226644
"2359","2Octanol","Olfr398","plusH",31.6,2.584404
"2360","2Octanol","Olfr398","plusH",31.6,2.171717
"2361","2Octanol","Olfr398","plusH",31.6,2.129676
"2362","2Octanol","Olfr398","plusH",10,1.736886
"2363","2Octanol","Olfr398","plusH",10,1.417792
"2364","2Octanol","Olfr398","plusH",10,1.309194
"2365","2Octanol","Olfr398","plusH",3.16,1.3184
"2366","2Octanol","Olfr398","plusH",3.16,1.095076
"2367","2Octanol","Olfr398","plusH",3.16,1.138813
"2368","2Octanol","Olfr398","plusH",1,0.779528
"2369","2Octanol","Olfr398","plusH",1,0.800589
"2370","2Octanol","Olfr398","plusH",1,0.781726
"2371","2Octanol","Olfr398","plusH",0,0.690217
"2372","2Octanol","Olfr398","plusH",0,0.679553
"2373","2Octanol","Olfr398","plusH",0,0.793878
"2374","2Octanol","Olfr398","minusD",316,2.081423
"2375","2Octanol","Olfr398","minusD",316,1.985782
"2376","2Octanol","Olfr398","minusD",316,2.154671
"2377","2Octanol","Olfr398","minusD",100,1.748762
"2378","2Octanol","Olfr398","minusD",100,1.686538
"2379","2Octanol","Olfr398","minusD",100,1.722521
"2380","2Octanol","Olfr398","minusD",31.6,1.654622
"2381","2Octanol","Olfr398","minusD",31.6,1.799686
"2382","2Octanol","Olfr398","minusD",31.6,1.591329
"2383","2Octanol","Olfr398","minusD",10,1.135554
"2384","2Octanol","Olfr398","minusD",10,1.203415
"2385","2Octanol","Olfr398","minusD",10,1.303156
"2386","2Octanol","Olfr398","minusD",3.16,0.87642
"2387","2Octanol","Olfr398","minusD",3.16,0.655738
"2388","2Octanol","Olfr398","minusD",3.16,0.954299
"2389","2Octanol","Olfr398","minusD",1,0.695489
"2390","2Octanol","Olfr398","minusD",1,0.563265
"2391","2Octanol","Olfr398","minusD",1,0.74718
"2392","2Octanol","Olfr398","minusD",0,0.736207
"2393","2Octanol","Olfr398","minusD",0,0.546562
"2394","2Octanol","Olfr398","minusD",0,0.583462
"2521","2Octanol","Olfr476","plusH",316,0.783375
"2522","2Octanol","Olfr476","plusH",316,1.031979
"2523","2Octanol","Olfr476","plusH",316,0.886878
"2524","2Octanol","Olfr476","plusH",100,0.7976
"2525","2Octanol","Olfr476","plusH",100,0.769444
"2526","2Octanol","Olfr476","plusH",100,0.986381
"2527","2Octanol","Olfr476","plusH",31.6,0.412598
"2528","2Octanol","Olfr476","plusH",31.6,0.837209
"2529","2Octanol","Olfr476","plusH",31.6,0.770386
"2530","2Octanol","Olfr476","plusH",10,0.553726
"2531","2Octanol","Olfr476","plusH",10,0.459087
"2532","2Octanol","Olfr476","plusH",10,0.439466
"2533","2Octanol","Olfr476","plusH",3.16,0.401726
"2534","2Octanol","Olfr476","plusH",3.16,0.319856
"2535","2Octanol","Olfr476","plusH",3.16,0.426341
"2536","2Octanol","Olfr476","plusH",1,0.477886
"2537","2Octanol","Olfr476","plusH",1,0.248141
"2538","2Octanol","Olfr476","plusH",1,0.298311
"2539","2Octanol","Olfr476","plusH",0,0.406337
"2540","2Octanol","Olfr476","plusH",0,0.365699
"2541","2Octanol","Olfr476","plusH",0,0.385201
"2542","2Octanol","Olfr476","minusD",316,0.691703
"2543","2Octanol","Olfr476","minusD",316,0.776133
"2544","2Octanol","Olfr476","minusD",316,0.382321
"2545","2Octanol","Olfr476","minusD",100,0.34293
"2546","2Octanol","Olfr476","minusD",100,0.332817
"2547","2Octanol","Olfr476","minusD",100,0.421975
"2548","2Octanol","Olfr476","minusD",31.6,0.362981
"2549","2Octanol","Olfr476","minusD",31.6,0.259484
"2550","2Octanol","Olfr476","minusD",31.6,0.339713
"2551","2Octanol","Olfr476","minusD",10,0.365523
"2552","2Octanol","Olfr476","minusD",10,0.362132
"2553","2Octanol","Olfr476","minusD",10,0.268539
"2554","2Octanol","Olfr476","minusD",3.16,0.32043
"2555","2Octanol","Olfr476","minusD",3.16,0.319456
"2556","2Octanol","Olfr476","minusD",3.16,0.208014
"2557","2Octanol","Olfr476","minusD",1,0.195238
"2558","2Octanol","Olfr476","minusD",1,0.277269
"2559","2Octanol","Olfr476","minusD",1,0.295623
"2560","2Octanol","Olfr476","minusD",0,0.246479
"2561","2Octanol","Olfr476","minusD",0,0.286672
"2562","2Octanol","Olfr476","minusD",0,0.22069
"2689","2Octanol","Olfr1107","plusH",316,0.455488
"2690","2Octanol","Olfr1107","plusH",316,0.53144
"2691","2Octanol","Olfr1107","plusH",316,0.539118
"2692","2Octanol","Olfr1107","plusH",100,0.428481
"2693","2Octanol","Olfr1107","plusH",100,0.369096
"2694","2Octanol","Olfr1107","plusH",100,0.386971
"2695","2Octanol","Olfr1107","plusH",31.6,0.34216
"2696","2Octanol","Olfr1107","plusH",31.6,0.286571
"2697","2Octanol","Olfr1107","plusH",31.6,0.320219
"2698","2Octanol","Olfr1107","plusH",10,0.20915
"2699","2Octanol","Olfr1107","plusH",10,0.248914
"2700","2Octanol","Olfr1107","plusH",10,0.390122
"2701","2Octanol","Olfr1107","plusH",3.16,0.233489
"2702","2Octanol","Olfr1107","plusH",3.16,0.248578
"2703","2Octanol","Olfr1107","plusH",3.16,0.246259
"2704","2Octanol","Olfr1107","plusH",1,0.154339
"2705","2Octanol","Olfr1107","plusH",1,0.245554
"2706","2Octanol","Olfr1107","plusH",1,0.21921
"2707","2Octanol","Olfr1107","plusH",0,0.245661
"2708","2Octanol","Olfr1107","plusH",0,0.205302
"2709","2Octanol","Olfr1107","plusH",0,0.202824
"2710","2Octanol","Olfr1107","minusD",316,0.712721
"2711","2Octanol","Olfr1107","minusD",316,0.670608
"2712","2Octanol","Olfr1107","minusD",316,0.816484
"2713","2Octanol","Olfr1107","minusD",100,0.537975
"2714","2Octanol","Olfr1107","minusD",100,0.654474
"2715","2Octanol","Olfr1107","minusD",100,0.584962
"2716","2Octanol","Olfr1107","minusD",31.6,0.406191
"2717","2Octanol","Olfr1107","minusD",31.6,0.421411
"2718","2Octanol","Olfr1107","minusD",31.6,0.471744
"2719","2Octanol","Olfr1107","minusD",10,0.198483
"2720","2Octanol","Olfr1107","minusD",10,0.341587
"2721","2Octanol","Olfr1107","minusD",10,0.333717
"2722","2Octanol","Olfr1107","minusD",3.16,0.272294
"2723","2Octanol","Olfr1107","minusD",3.16,0.16
"2724","2Octanol","Olfr1107","minusD",3.16,0.293588
"2725","2Octanol","Olfr1107","minusD",1,0.182934
"2726","2Octanol","Olfr1107","minusD",1,0.164929
"2727","2Octanol","Olfr1107","minusD",1,0.198697
"2728","2Octanol","Olfr1107","minusD",0,0.215822
"2729","2Octanol","Olfr1107","minusD",0,0.311284
"2730","2Octanol","Olfr1107","minusD",0,0.259563
"2857","2Octanol","Olfr1370","plusH",316,1.577206
"2858","2Octanol","Olfr1370","plusH",316,1.193798
"2859","2Octanol","Olfr1370","plusH",316,0.945355
"2860","2Octanol","Olfr1370","plusH",100,0.753846
"2861","2Octanol","Olfr1370","plusH",100,1.017038
"2862","2Octanol","Olfr1370","plusH",100,0.808743
"2863","2Octanol","Olfr1370","plusH",31.6,0.624581
"2864","2Octanol","Olfr1370","plusH",31.6,0.563694
"2865","2Octanol","Olfr1370","plusH",31.6,0.522059
"2866","2Octanol","Olfr1370","plusH",10,0.354071
"2867","2Octanol","Olfr1370","plusH",10,0.495575
"2868","2Octanol","Olfr1370","plusH",10,0.456055
"2869","2Octanol","Olfr1370","plusH",3.16,0.417879
"2870","2Octanol","Olfr1370","plusH",3.16,0.363832
"2871","2Octanol","Olfr1370","plusH",3.16,0.442893
"2872","2Octanol","Olfr1370","plusH",1,0.439103
"2873","2Octanol","Olfr1370","plusH",1,0.383743
"2874","2Octanol","Olfr1370","plusH",1,0.481586
"2875","2Octanol","Olfr1370","plusH",0,0.367704
"2876","2Octanol","Olfr1370","plusH",0,0.330327
"2877","2Octanol","Olfr1370","plusH",0,0.319552
"2878","2Octanol","Olfr1370","minusD",316,1.107595
"2879","2Octanol","Olfr1370","minusD",316,1.31049
"2880","2Octanol","Olfr1370","minusD",316,1.033732
"2881","2Octanol","Olfr1370","minusD",100,0.765792
"2882","2Octanol","Olfr1370","minusD",100,0.727709
"2883","2Octanol","Olfr1370","minusD",100,0.742373
"2884","2Octanol","Olfr1370","minusD",31.6,0.447023
"2885","2Octanol","Olfr1370","minusD",31.6,0.730307
"2886","2Octanol","Olfr1370","minusD",31.6,0.40176
"2887","2Octanol","Olfr1370","minusD",10,0.386845
"2888","2Octanol","Olfr1370","minusD",10,0.346734
"2889","2Octanol","Olfr1370","minusD",10,0.336199
"2890","2Octanol","Olfr1370","minusD",3.16,0.375661
"2891","2Octanol","Olfr1370","minusD",3.16,0.35728
"2892","2Octanol","Olfr1370","minusD",3.16,0.232742
"2893","2Octanol","Olfr1370","minusD",1,0.303498
"2894","2Octanol","Olfr1370","minusD",1,0.435142
"2895","2Octanol","Olfr1370","minusD",1,0.459721
"2896","2Octanol","Olfr1370","minusD",0,0.319318
"2897","2Octanol","Olfr1370","minusD",0,0.478177
"2898","2Octanol","Olfr1370","minusD",0,0.29085
"3025","2Octanol","Olfr477","plusH",316,1.264561
"3026","2Octanol","Olfr477","plusH",316,0.892523
"3027","2Octanol","Olfr477","plusH",316,0.828645
"3028","2Octanol","Olfr477","plusH",100,0.922465
"3029","2Octanol","Olfr477","plusH",100,0.902622
"3030","2Octanol","Olfr477","plusH",100,0.99647
"3031","2Octanol","Olfr477","plusH",31.6,0.77533
"3032","2Octanol","Olfr477","plusH",31.6,0.68
"3033","2Octanol","Olfr477","plusH",31.6,0.6275
"3034","2Octanol","Olfr477","plusH",10,0.468412
"3035","2Octanol","Olfr477","plusH",10,0.349049
"3036","2Octanol","Olfr477","plusH",10,0.610847
"3037","2Octanol","Olfr477","plusH",3.16,0.274081
"3038","2Octanol","Olfr477","plusH",3.16,0.277473
"3039","2Octanol","Olfr477","plusH",3.16,0.345982
"3040","2Octanol","Olfr477","plusH",1,0.322652
"3041","2Octanol","Olfr477","plusH",1,0.3625
"3042","2Octanol","Olfr477","plusH",1,0.322848
"3043","2Octanol","Olfr477","plusH",0,0.326234
"3044","2Octanol","Olfr477","plusH",0,0.237229
"3045","2Octanol","Olfr477","plusH",0,0.307763
"3046","2Octanol","Olfr477","minusD",316,1.107114
"3047","2Octanol","Olfr477","minusD",316,1.121118
"3048","2Octanol","Olfr477","minusD",316,1.133826
"3049","2Octanol","Olfr477","minusD",100,0.875362
"3050","2Octanol","Olfr477","minusD",100,0.872893
"3051","2Octanol","Olfr477","minusD",100,0.919453
"3052","2Octanol","Olfr477","minusD",31.6,0.605318
"3053","2Octanol","Olfr477","minusD",31.6,0.709302
"3054","2Octanol","Olfr477","minusD",31.6,0.546667
"3055","2Octanol","Olfr477","minusD",10,0.222845
"3056","2Octanol","Olfr477","minusD",10,0.271558
"3057","2Octanol","Olfr477","minusD",10,0.425155
"3058","2Octanol","Olfr477","minusD",3.16,0.250578
"3059","2Octanol","Olfr477","minusD",3.16,0.319885
"3060","2Octanol","Olfr477","minusD",3.16,0.255077
"3061","2Octanol","Olfr477","minusD",1,0.293173
"3062","2Octanol","Olfr477","minusD",1,0.301495
"3063","2Octanol","Olfr477","minusD",1,0.314136
"3064","2Octanol","Olfr477","minusD",0,0.289431
"3065","2Octanol","Olfr477","minusD",0,0.221955
"3066","2Octanol","Olfr477","minusD",0,0.309329
"3109","2Octanol","Olfr123","plusH",316,0.874029
"3110","2Octanol","Olfr123","plusH",316,0.985849
"3111","2Octanol","Olfr123","plusH",316,1.210646
"3112","2Octanol","Olfr123","plusH",100,0.721429
"3113","2Octanol","Olfr123","plusH",100,0.95389
"3114","2Octanol","Olfr123","plusH",100,0.610436
"3115","2Octanol","Olfr123","plusH",31.6,0.434302
"3116","2Octanol","Olfr123","plusH",31.6,0.712533
"3117","2Octanol","Olfr123","plusH",31.6,0.816926
"3118","2Octanol","Olfr123","plusH",10,0.41256
"3119","2Octanol","Olfr123","plusH",10,0.41955
"3120","2Octanol","Olfr123","plusH",10,0.371654
"3121","2Octanol","Olfr123","plusH",3.16,0.354331
"3122","2Octanol","Olfr123","plusH",3.16,0.407529
"3123","2Octanol","Olfr123","plusH",3.16,0.378669
"3124","2Octanol","Olfr123","plusH",1,0.278219
"3125","2Octanol","Olfr123","plusH",1,0.326212
"3126","2Octanol","Olfr123","plusH",1,0.233071
"3127","2Octanol","Olfr123","plusH",0,0.21435
"3128","2Octanol","Olfr123","plusH",0,0.186603
"3129","2Octanol","Olfr123","plusH",0,0.172185
"3130","2Octanol","Olfr123","minusD",316,1.210944
"3131","2Octanol","Olfr123","minusD",316,1.018141
"3132","2Octanol","Olfr123","minusD",316,1.158021
"3133","2Octanol","Olfr123","minusD",100,0.896465
"3134","2Octanol","Olfr123","minusD",100,0.95462
"3135","2Octanol","Olfr123","minusD",100,0.811927
"3136","2Octanol","Olfr123","minusD",31.6,0.376173
"3137","2Octanol","Olfr123","minusD",31.6,0.522288
"3138","2Octanol","Olfr123","minusD",31.6,0.410772
"3139","2Octanol","Olfr123","minusD",10,0.207703
"3140","2Octanol","Olfr123","minusD",10,0.294474
"3141","2Octanol","Olfr123","minusD",10,0.333333
"3142","2Octanol","Olfr123","minusD",3.16,0.1224
"3143","2Octanol","Olfr123","minusD",3.16,0.118029
"3144","2Octanol","Olfr123","minusD",3.16,0.30643
"3145","2Octanol","Olfr123","minusD",1,0.189116
"3146","2Octanol","Olfr123","minusD",1,0.16718
