"","ensembl_gene_id","logFC","logCPM","LR","PValue","FDR","No1","No2","No3","ST1","ST2","ST3","symbol","name"
"2","ENSMUSG00000101750",-2.74922484970661,3.94536096735182,175.132739621572,5.60040997284399e-40,6.17165179007408e-37,396,967,604,57,114,93,"Olfr1392","olfactory receptor 1392"
"11","ENSMUSG00000049797",-3.39528644357844,3.14683057134134,138.632554831181,5.29971527961377e-32,2.92014311906719e-29,212,706,263,23,66,16,"Olfr642","olfactory receptor 642"
"16","ENSMUSG00000075068",-1.72160687261215,6.37747122188568,129.237175710681,6.01800307156892e-30,2.21061312828965e-27,1324,5768,2465,388,1852,570,"Olfr140","olfactory receptor 140"
"76","ENSMUSG00000062037",-2.15061340196945,3.58486592885794,88.736845496426,4.5098645018573e-21,1.14462250210892e-18,401,614,358,92,97,89,"Olfr285","olfactory receptor 285"
"79","ENSMUSG00000059069",-2.50307823223998,2.87787914652934,88.4576909430061,5.19338703316206e-21,1.14462250210892e-18,234,452,194,35,75,33,"Olfr749","olfactory receptor 749"
"86","ENSMUSG00000051172",-2.82319841074014,2.88434981293144,86.8487738645907,1.17144630485558e-20,2.15155637991808e-18,142,322,501,18,57,49,"Olfr672","olfactory receptor 672"
"94","ENSMUSG00000095917",-1.98654811065344,4.17658312498896,85.0651835121335,2.88689382723869e-20,4.54479571088148e-18,893,583,430,149,129,148,"Olfr740","olfactory receptor 740"
"145","ENSMUSG00000096151",-2.94381513697007,2.35063551699183,73.1016583423814,1.23141012610041e-17,1.69626744870331e-15,188,240,193,16,44,19,"Olfr477","olfactory receptor 477"
"159","ENSMUSG00000101874",-2.3153855642647,2.67405296974035,70.126710108845,5.56147983029074e-17,6.80972308108933e-15,116,404,268,18,65,65,"Olfr1391","olfactory receptor 1391"
"163","ENSMUSG00000043892",-2.03426020386822,3.21101397081889,69.8196902487124,6.49809696183437e-17,7.16090285194148e-15,201,531,355,40,133,79,"Olfr1018","olfactory receptor 1018"
"200","ENSMUSG00000073897",-1.90343259537674,3.1946105129123,63.4672610287362,1.63054356606386e-15,1.63350819072943e-13,193,440,431,52,106,101,"Olfr17","olfactory receptor 17"
