"","ensembl_gene_id","logFC","logCPM","LR","PValue","FDR","No1","No2","No3","ST1","ST2","ST3","symbol","name"
"1","ENSMUSG00000058244",4.99394114577425,3.15301393548575,223.221023796616,1.79398503675256e-50,1.97697151050132e-47,23,10,10,654,613,461,"Olfr506","olfactory receptor 506"
"2","ENSMUSG00000064121",3.19025428088975,4.15614287918138,166.941473084227,3.44519680773323e-38,1.89830344106101e-35,76,152,59,937,1612,757,"Olfr96","olfactory receptor 96"
"4","ENSMUSG00000062128",4.37502638293113,2.88783998818668,144.171424127934,3.25920499671189e-33,1.19721463545883e-30,13,38,7,562,718,199,"Olfr20","olfactory receptor 20"
"5","ENSMUSG00000056883",2.77088306425265,4.11983641709966,114.655713107187,9.36185434938993e-27,2.57919087325693e-24,89,142,117,1156,1143,775,"Olfr533","olfactory receptor 533"
"6","ENSMUSG00000043314",2.35378608743099,4.46687288994824,113.568146921834,1.62016287959593e-26,3.57083898662943e-24,206,248,124,1240,1705,865,"Olfr30","olfactory receptor 30"
"7","ENSMUSG00000036658",3.16636944315393,2.89039036768042,112.243570048274,3.16002977689972e-26,5.80392135690582e-24,40,56,21,384,725,272,"Olfr11","olfactory receptor 11"
"9","ENSMUSG00000109354",3.46857120913606,2.61355349640885,103.581631658857,2.49883204012505e-24,3.93387558316829e-22,14,41,26,334,488,299,"Olfr706","olfactory receptor 706"
"10","ENSMUSG00000060205",3.03539210437626,2.71376357381081,100.716711646002,1.06126375892261e-23,1.4618908279159e-21,46,43,23,406,532,256,"Olfr57","olfactory receptor 57"
"12","ENSMUSG00000059488",1.86810780275085,5.51001423043551,95.9433965698352,1.18215491374073e-22,1.44748301660254e-20,574,738,275,2970,3336,1228,"Olfr727","olfactory receptor 727"
"14","ENSMUSG00000056822",2.04061548233207,4.50779644675349,92.7607292862305,5.90146199702327e-22,6.50341112071964e-20,251,248,197,1310,1410,991,"Olfr166","olfactory receptor 166"
"17","ENSMUSG00000061984",2.99109955094301,2.64292045377276,88.3035238113525,5.61433489924363e-21,5.62454278087862e-19,34,44,27,435,548,177,"Olfr392","olfactory receptor 392"
"18","ENSMUSG00000062712",2.16442640871551,3.95150537153647,87.0332384616063,1.06712604147659e-20,9.79977414756002e-19,128,156,152,827,899,790,"Olfr531","olfactory receptor 531"
"19","ENSMUSG00000063230",2.69383016787522,2.81968712638639,83.8997973195966,5.20498670691049e-20,4.41222719308874e-18,34,64,45,292,684,283,"Olfr535","olfactory receptor 535"
"20","ENSMUSG00000056921",4.02583342818843,1.21517792946935,83.4192603225444,6.63721702118113e-20,5.22443796952972e-18,5,11,4,97,237,99,"Olfr394","olfactory receptor 394"
"21","ENSMUSG00000071629",4.5575218167016,1.68196556676922,82.2941218852318,1.17270359473192e-19,8.61546240929717e-18,0,15,7,189,306,122,"Olfr1477","olfactory receptor 1477"
"22","ENSMUSG00000095706",3.20560199244592,2.24394790301834,77.337063262555,1.44135718076233e-18,9.92734758250055e-17,19,56,7,265,494,123,"Olfr209","olfactory receptor 209"
"23","ENSMUSG00000060523",1.89672103727929,4.35782017604964,76.9704737704034,1.73533014284003e-18,1.12490224553513e-16,299,281,123,1318,1445,606,"Olfr726","olfactory receptor 726"
